# Variant positions
# Pop ID	Private	Num_Indv	Var	StdErr	P	Var	StdErr	Obs_Het	Var	StdErr	Obs_Hom	Var	StdErr	Exp_Het	Var	StdErr	Exp_Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
67	0	3.72285	0.35789	0.01924	0.86074	0.02587	0.00517	0.20993	0.06970	0.00849	0.79007	0.06970	0.00849	0.18805	0.03731	0.00621	0.81195	0.03731	0.00621	0.21793	0.05066	0.00724	0.01522	0.08683	0.01924
79	0	4.62449	0.44896	0.02149	0.84269	0.02319	0.00488	0.21089	0.05285	0.00737	0.78911	0.05285	0.00737	0.21880	0.03306	0.00583	0.78120	0.03306	0.00583	0.24575	0.04194	0.00657	0.07584	0.11962	0.02149
40	0	3.64985	0.38861	0.02001	0.84646	0.02616	0.00519	0.22434	0.06603	0.00825	0.77566	0.06603	0.00825	0.20766	0.03749	0.00621	0.79234	0.03749	0.00621	0.24244	0.05233	0.00734	0.03462	0.09237	0.02001
47	0	4.64264	0.47319	0.02208	0.84954	0.02450	0.00502	0.21782	0.06285	0.00805	0.78218	0.06285	0.00805	0.20670	0.03651	0.00613	0.79330	0.03651	0.00613	0.23231	0.04639	0.00691	0.03455	0.09992	0.02208
2	0	4.67798	0.35449	0.01910	0.84144	0.02305	0.00487	0.21862	0.05528	0.00754	0.78138	0.05528	0.00754	0.22078	0.03382	0.00590	0.77922	0.03382	0.00590	0.24748	0.04262	0.00662	0.06449	0.11419	0.01910
12	0	4.67868	0.44098	0.02131	0.85622	0.02512	0.00509	0.22075	0.06744	0.00833	0.77925	0.06744	0.00833	0.19603	0.03604	0.00609	0.80397	0.03604	0.00609	0.22056	0.04611	0.00689	0.00103	0.08663	0.02131
13	0	2.78328	0.23811	0.01568	0.86266	0.02859	0.00543	0.22308	0.09048	0.00966	0.77692	0.09048	0.00966	0.17984	0.04049	0.00646	0.82016	0.04049	0.00646	0.22081	0.06255	0.00803	-0.00335	0.07921	0.01568
18	0	3.67593	0.35316	0.01906	0.83715	0.02542	0.00511	0.24854	0.07375	0.00871	0.75146	0.07375	0.00871	0.22188	0.03703	0.00617	0.77812	0.03703	0.00617	0.25838	0.05100	0.00724	0.01869	0.10264	0.01906
30	0	3.69928	0.38782	0.01999	0.85221	0.02594	0.00517	0.22262	0.07565	0.00883	0.77738	0.07565	0.00883	0.20007	0.03806	0.00626	0.79993	0.03806	0.00626	0.23263	0.05213	0.00733	0.02122	0.10446	0.01999
20	0	1.00000	0.00000	0.00000	0.89586	0.04127	0.00680	0.20829	0.16509	0.01360	0.79171	0.16509	0.01360	0.10414	0.04127	0.00680	0.89586	0.04127	0.00680	0.20829	0.16509	0.01360	0.00000	0.00000	0.00000
28	0	1.87539	0.10920	0.01065	0.86760	0.03157	0.00573	0.22222	0.10441	0.01041	0.77778	0.10441	0.01041	0.16667	0.04275	0.00666	0.83333	0.04275	0.00666	0.22880	0.08400	0.00934	0.00987	0.05889	0.01065
19	0	3.77984	0.29339	0.01737	0.86360	0.02638	0.00521	0.20765	0.07041	0.00851	0.79235	0.07041	0.00851	0.18288	0.03728	0.00619	0.81712	0.03728	0.00619	0.21176	0.05053	0.00721	0.00818	0.07964	0.01737
4	0	3.77160	0.25674	0.01625	0.84611	0.02662	0.00523	0.21519	0.06488	0.00817	0.78481	0.06488	0.00817	0.20723	0.03796	0.00625	0.79277	0.03796	0.00625	0.24014	0.05160	0.00729	0.05072	0.10331	0.01625
21	0	4.19251	1.44311	0.03875	0.85219	0.02740	0.00534	0.20628	0.07059	0.00857	0.79372	0.07059	0.00857	0.19718	0.03902	0.00637	0.80282	0.03902	0.00637	0.22625	0.05309	0.00743	0.03983	0.11481	0.03875
