# Variant positions
# Pop ID	Private	Num_Indv	Var	StdErr	P	Var	StdErr	Obs_Het	Var	StdErr	Obs_Hom	Var	StdErr	Exp_Het	Var	StdErr	Exp_Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
67	0	3.74182	0.32991	0.01414	0.93740	0.01606	0.00312	0.09540	0.04139	0.00501	0.90460	0.04139	0.00501	0.08525	0.02512	0.00390	0.91475	0.02512	0.00390	0.09862	0.03374	0.00452	0.00625	0.03784	0.01414
79	0	4.66888	0.39815	0.01551	0.92859	0.01501	0.00301	0.10410	0.03388	0.00452	0.89590	0.03388	0.00452	0.10262	0.02470	0.00386	0.89738	0.02470	0.00386	0.11484	0.03100	0.00433	0.02498	0.04771	0.01551
40	0	3.71057	0.34000	0.01433	0.92903	0.01642	0.00315	0.10791	0.03978	0.00490	0.89209	0.03978	0.00490	0.09905	0.02637	0.00399	0.90095	0.02637	0.00399	0.11467	0.03552	0.00463	0.01278	0.03803	0.01433
47	0	4.68724	0.40878	0.01573	0.93487	0.01519	0.00303	0.09442	0.03542	0.00463	0.90558	0.03542	0.00463	0.09140	0.02503	0.00389	0.90860	0.02503	0.00389	0.10259	0.03163	0.00437	0.01905	0.04339	0.01573
2	0	4.73716	0.30149	0.01350	0.92954	0.01444	0.00295	0.10429	0.03379	0.00452	0.89571	0.03379	0.00452	0.10213	0.02475	0.00387	0.89787	0.02475	0.00387	0.11415	0.03093	0.00432	0.02201	0.04477	0.01350
12	0	4.73414	0.37063	0.01496	0.93407	0.01538	0.00305	0.10465	0.04158	0.00501	0.89535	0.04158	0.00501	0.09243	0.02506	0.00389	0.90757	0.02506	0.00389	0.10369	0.03160	0.00437	-0.00050	0.03787	0.01496
13	0	2.79285	0.22252	0.01161	0.93423	0.01792	0.00329	0.11034	0.05507	0.00578	0.88966	0.05507	0.00578	0.08706	0.02709	0.00405	0.91294	0.02709	0.00405	0.10695	0.04176	0.00503	-0.00633	0.03106	0.01161
18	0	3.76314	0.26914	0.01275	0.92742	0.01615	0.00312	0.11526	0.04401	0.00516	0.88474	0.04401	0.00516	0.10235	0.02711	0.00405	0.89765	0.02711	0.00405	0.11858	0.03662	0.00470	0.00605	0.03840	0.01275
30	0	3.73096	0.36375	0.01483	0.93574	0.01587	0.00310	0.09930	0.04300	0.00510	0.90070	0.04300	0.00510	0.08854	0.02564	0.00394	0.91146	0.02564	0.00394	0.10274	0.03486	0.00459	0.00712	0.04018	0.01483
20	0	1.00000	0.00000	0.00000	0.95318	0.02123	0.00373	0.09365	0.08493	0.00746	0.90635	0.08493	0.00746	0.04682	0.02123	0.00373	0.95318	0.02123	0.00373	0.09365	0.08493	0.00746	0.00000	0.00000	0.00000
28	0	1.87736	0.10766	0.00810	0.93365	0.02021	0.00351	0.11013	0.06372	0.00624	0.88987	0.06372	0.00624	0.08351	0.02836	0.00416	0.91649	0.02836	0.00416	0.11440	0.05482	0.00578	0.00641	0.03064	0.00810
19	0	3.80906	0.25494	0.01241	0.93693	0.01586	0.00310	0.09773	0.04157	0.00501	0.90227	0.04157	0.00501	0.08647	0.02485	0.00387	0.91353	0.02485	0.00387	0.09995	0.03351	0.00450	0.00475	0.03577	0.01241
4	0	3.80302	0.22841	0.01175	0.92996	0.01658	0.00317	0.10302	0.03936	0.00488	0.89698	0.03936	0.00488	0.09712	0.02666	0.00401	0.90288	0.02666	0.00401	0.11217	0.03567	0.00464	0.01889	0.04275	0.01175
21	1	4.15517	1.52243	0.03062	0.93323	0.01683	0.00322	0.09859	0.04151	0.00506	0.90141	0.04151	0.00506	0.09099	0.02628	0.00402	0.90901	0.02628	0.00402	0.10320	0.03405	0.00458	0.00918	0.04547	0.03062
17	0	3.77025	0.26539	0.01267	0.93438	0.01617	0.00313	0.10253	0.04423	0.00517	0.89747	0.04423	0.00517	0.09031	0.02629	0.00399	0.90969	0.02629	0.00399	0.10453	0.03536	0.00462	0.00402	0.03892	0.01267
51	0	1.92134	0.07252	0.00665	0.94177	0.01926	0.00343	0.09878	0.06315	0.00621	0.90122	0.06315	0.00621	0.07119	0.02568	0.00396	0.92881	0.02568	0.00396	0.09878	0.05135	0.00560	0.00000	0.02654	0.00665
7	0	4.40629	0.86689	0.02289	0.93113	0.01500	0.00301	0.09202	0.03112	0.00434	0.90798	0.03112	0.00434	0.09828	0.02498	0.00389	0.90172	0.02498	0.00389	0.11096	0.03225	0.00442	0.04237	0.05838	0.02289
56	0	2.68955	0.31633	0.01386	0.93839	0.01633	0.00315	0.09589	0.04424	0.00518	0.90411	0.04424	0.00518	0.08299	0.02533	0.00392	0.91701	0.02533	0.00392	0.10253	0.03966	0.00491	0.01148	0.03315	0.01386
57	0	4.67855	0.38270	0.01521	0.93290	0.01439	0.00295	0.09944	0.03565	0.00464	0.90056	0.03565	0.00464	0.09643	0.02442	0.00384	0.90357	0.02442	0.00384	0.10825	0.03085	0.00432	0.02194	0.04984	0.01521
27	0	2.85351	0.16750	0.01007	0.93468	0.01720	0.00323	0.10926	0.05295	0.00566	0.89074	0.05295	0.00566	0.08773	0.02691	0.00404	0.91227	0.02691	0.00404	0.10741	0.04123	0.00500	-0.00392	0.03159	0.01007
49	3	4.75891	0.30883	0.01366	0.93380	0.01524	0.00303	0.10384	0.03992	0.00491	0.89616	0.03992	0.00491	0.09317	0.02486	0.00388	0.90683	0.02486	0.00388	0.10470	0.03163	0.00437	0.00287	0.03667	0.01366
77	2	4.47400	0.74070	0.02116	0.93345	0.01623	0.00313	0.10227	0.04392	0.00515	0.89773	0.04392	0.00515	0.09180	0.02540	0.00392	0.90820	0.02540	0.00392	0.10422	0.03329	0.00449	0.00733	0.04700	0.02116
39	0	4.68640	0.40402	0.01562	0.93123	0.01427	0.00294	0.10109	0.03326	0.00448	0.89891	0.03326	0.00448	0.09955	0.02484	0.00387	0.90045	0.02484	0.00387	0.11190	0.03186	0.00439	0.02482	0.04438	0.01562
1	1	4.41752	0.84915	0.02265	0.93536	0.01601	0.00311	0.09482	0.04044	0.00494	0.90518	0.04044	0.00494	0.08893	0.02552	0.00393	0.91107	0.02552	0.00393	0.10055	0.03280	0.00445	0.01451	0.04822	0.02265
6	0	4.69063	0.35768	0.01470	0.93070	0.01492	0.00300	0.09868	0.03361	0.00451	0.90132	0.03361	0.00451	0.09917	0.02476	0.00387	0.90083	0.02476	0.00387	0.11106	0.03109	0.00433	0.02915	0.05118	0.01470
72	0	4.66546	0.45278	0.01655	0.92912	0.01647	0.00316	0.10331	0.03828	0.00481	0.89669	0.03828	0.00481	0.09880	0.02658	0.00401	0.90120	0.02658	0.00401	0.11088	0.03359	0.00451	0.01737	0.04456	0.01655
23	0	1.00000	0.00000	0.00000	0.94657	0.02388	0.00393	0.10687	0.09551	0.00786	0.89313	0.09551	0.00786	0.05343	0.02388	0.00393	0.94657	0.02388	0.00393	0.10687	0.09551	0.00786	0.00000	0.00000	0.00000
36	1	3.83918	0.19917	0.01097	0.93264	0.01583	0.00309	0.10228	0.04138	0.00500	0.89772	0.04138	0.00500	0.09400	0.02583	0.00395	0.90600	0.02583	0.00395	0.10878	0.03481	0.00459	0.01438	0.04466	0.01097
62	0	4.56375	0.60280	0.01908	0.92694	0.01616	0.00312	0.10713	0.03960	0.00489	0.89287	0.03960	0.00489	0.10315	0.02707	0.00404	0.89685	0.02707	0.00404	0.11613	0.03447	0.00456	0.01968	0.05113	0.01908
45	0	1.00000	0.00000	0.00000	0.95241	0.02154	0.00370	0.09518	0.08617	0.00739	0.90482	0.08617	0.00739	0.04759	0.02154	0.00370	0.95241	0.02154	0.00370	0.09518	0.08617	0.00739	0.00000	0.00000	0.00000
16	0	1.00000	0.00000	0.00000	0.95034	0.02238	0.00409	0.09933	0.08953	0.00818	0.90067	0.08953	0.00818	0.04966	0.02238	0.00409	0.95034	0.02238	0.00409	0.09933	0.08953	0.00818	0.00000	0.00000	0.00000
46	0	4.49698	0.69781	0.02054	0.93174	0.01585	0.00310	0.10151	0.03853	0.00483	0.89849	0.03853	0.00483	0.09551	0.02589	0.00396	0.90449	0.02589	0.00396	0.10732	0.03277	0.00445	0.01356	0.04307	0.02054
61	0	2.86675	0.16041	0.00986	0.93973	0.01699	0.00321	0.10075	0.05200	0.00561	0.89925	0.05200	0.00561	0.07931	0.02508	0.00390	0.92069	0.02508	0.00390	0.09772	0.03918	0.00487	-0.00518	0.02913	0.00986
68	0	4.54622	0.68090	0.02028	0.93877	0.01490	0.00300	0.09762	0.04030	0.00493	0.90238	0.04030	0.00493	0.08517	0.02414	0.00382	0.91483	0.02414	0.00382	0.09630	0.03108	0.00433	-0.00101	0.03282	0.02028
29	0	2.70164	0.27379	0.01289	0.93516	0.01783	0.00329	0.09511	0.04436	0.00519	0.90489	0.04436	0.00519	0.08563	0.02690	0.00404	0.91437	0.02690	0.00404	0.10493	0.04077	0.00497	0.01696	0.03920	0.01289
14	0	4.67937	0.40803	0.01571	0.92710	0.01641	0.00315	0.09988	0.03353	0.00450	0.90012	0.03353	0.00450	0.10236	0.02626	0.00399	0.89764	0.02626	0.00399	0.11491	0.03328	0.00449	0.03275	0.05095	0.01571
42	0	1.93158	0.06378	0.00624	0.94563	0.01767	0.00329	0.09469	0.05949	0.00603	0.90531	0.05949	0.00603	0.06750	0.02428	0.00385	0.93250	0.02428	0.00385	0.09245	0.04680	0.00535	-0.00336	0.02276	0.00624
3	0	3.53515	0.58851	0.01889	0.94439	0.01343	0.00285	0.08980	0.03741	0.00476	0.91020	0.03741	0.00476	0.07818	0.02266	0.00371	0.92182	0.02266	0.00371	0.09139	0.03151	0.00437	0.00254	0.02809	0.01889
31	0	4.65861	0.41724	0.01588	0.92877	0.01491	0.00300	0.09923	0.03174	0.00438	0.90077	0.03174	0.00438	0.10252	0.02512	0.00390	0.89748	0.02512	0.00390	0.11491	0.03167	0.00437	0.03543	0.05290	0.01588
15	0	3.57774	0.48502	0.01713	0.92877	0.01704	0.00321	0.10425	0.04038	0.00494	0.89575	0.04038	0.00494	0.09827	0.02671	0.00402	0.90173	0.02671	0.00402	0.11482	0.03718	0.00474	0.01961	0.04465	0.01713
9	0	1.89051	0.09756	0.00770	0.93613	0.01920	0.00342	0.10097	0.05614	0.00584	0.89903	0.05614	0.00584	0.08120	0.02752	0.00409	0.91880	0.02752	0.00409	0.11071	0.05246	0.00565	0.01460	0.03265	0.00770
11	0	3.66505	0.40559	0.01566	0.93936	0.01513	0.00302	0.09245	0.03859	0.00483	0.90755	0.03859	0.00483	0.08368	0.02437	0.00384	0.91632	0.02437	0.00384	0.09735	0.03336	0.00449	0.00923	0.03458	0.01566
64	0	2.85324	0.16656	0.01005	0.93491	0.01681	0.00319	0.10431	0.04851	0.00542	0.89569	0.04851	0.00542	0.08810	0.02654	0.00401	0.91190	0.02654	0.00401	0.10697	0.03958	0.00490	0.00436	0.03586	0.01005
69	0	1.93605	0.05989	0.00604	0.94412	0.01817	0.00333	0.09896	0.06256	0.00617	0.90104	0.06256	0.00617	0.06920	0.02483	0.00389	0.93080	0.02483	0.00389	0.09470	0.04775	0.00539	-0.00639	0.02235	0.00604
