# Variant positions
# Pop ID	Private	Num_Indv	Var	StdErr	P	Var	StdErr	Obs_Het	Var	StdErr	Obs_Hom	Var	StdErr	Exp_Het	Var	StdErr	Exp_Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
67	0	3.21499	0.99780	0.01905	0.94090	0.01665	0.00246	0.08079	0.03878	0.00376	0.91921	0.03878	0.00376	0.07793	0.02457	0.00299	0.92207	0.02457	0.00299	0.09481	0.03840	0.00374	0.02447	0.04555	0.01905
79	1	4.02612	1.23089	0.02099	0.93470	0.01474	0.00230	0.08603	0.03129	0.00335	0.91397	0.03129	0.00335	0.09260	0.02448	0.00296	0.90740	0.02448	0.00296	0.10693	0.03365	0.00347	0.04355	0.05832	0.02099
40	1	3.17933	0.90299	0.01803	0.93398	0.01675	0.00246	0.09195	0.03863	0.00373	0.90805	0.03863	0.00373	0.08982	0.02609	0.00307	0.91018	0.02609	0.00307	0.10824	0.03961	0.00378	0.02960	0.04714	0.01803
47	0	4.01833	1.36356	0.02214	0.93688	0.01610	0.00241	0.07973	0.03211	0.00340	0.92027	0.03211	0.00340	0.08608	0.02523	0.00301	0.91392	0.02523	0.00301	0.09925	0.03446	0.00352	0.03951	0.05465	0.02214
2	1	4.20093	0.97893	0.01871	0.93213	0.01483	0.00230	0.08564	0.02933	0.00324	0.91436	0.02933	0.00324	0.09688	0.02528	0.00301	0.90312	0.02528	0.00301	0.11035	0.03317	0.00344	0.05189	0.06423	0.01871
12	0	4.19155	1.21007	0.02081	0.93582	0.01572	0.00237	0.08947	0.03614	0.00360	0.91053	0.03614	0.00360	0.08869	0.02510	0.00300	0.91131	0.02510	0.00300	0.10211	0.03406	0.00349	0.02532	0.05043	0.02081
13	0	2.43530	0.53003	0.01402	0.93978	0.01794	0.00258	0.09115	0.04932	0.00428	0.90885	0.04931	0.00428	0.07732	0.02578	0.00309	0.92268	0.02578	0.00309	0.09889	0.04439	0.00406	0.01207	0.03747	0.01402
18	0	3.32026	0.78293	0.01678	0.93619	0.01543	0.00236	0.09236	0.03778	0.00369	0.90764	0.03778	0.00369	0.08864	0.02541	0.00302	0.91136	0.02541	0.00302	0.10463	0.03609	0.00360	0.02234	0.04466	0.01678
30	1	3.23444	0.94610	0.01850	0.93863	0.01637	0.00243	0.08252	0.03774	0.00370	0.91748	0.03774	0.00370	0.08249	0.02517	0.00302	0.91751	0.02517	0.00302	0.09878	0.03760	0.00369	0.03030	0.05120	0.01850
20	0	1.00000	0.00000	0.00000	0.95853	0.01902	0.00299	0.08294	0.07610	0.00597	0.91706	0.07610	0.00597	0.04147	0.01902	0.00299	0.95853	0.01902	0.00299	0.08294	0.07610	0.00597	0.00000	0.00000	0.00000
28	0	1.68629	0.21538	0.00896	0.93918	0.02055	0.00277	0.09594	0.06207	0.00481	0.90406	0.06207	0.00481	0.07317	0.02661	0.00315	0.92683	0.02661	0.00315	0.10538	0.05877	0.00468	0.01416	0.03129	0.00896
19	0	3.35528	0.85455	0.01758	0.94225	0.01559	0.00237	0.08276	0.03895	0.00375	0.91724	0.03895	0.00375	0.07767	0.02378	0.00293	0.92233	0.02378	0.00293	0.09347	0.03631	0.00362	0.02010	0.04239	0.01758
4	0	3.39613	0.70078	0.01584	0.93626	0.01663	0.00244	0.08223	0.03418	0.00350	0.91777	0.03418	0.00350	0.08611	0.02567	0.00303	0.91389	0.02567	0.00303	0.10201	0.03707	0.00364	0.03686	0.05216	0.01584
21	1	3.40530	2.34872	0.03047	0.94322	0.01555	0.00248	0.07474	0.03356	0.00364	0.92526	0.03356	0.00364	0.07604	0.02377	0.00307	0.92396	0.02377	0.00307	0.08814	0.03277	0.00360	0.02524	0.04871	0.03047
17	0	3.28100	0.84339	0.01749	0.94226	0.01512	0.00234	0.08345	0.03758	0.00369	0.91655	0.03758	0.00369	0.07858	0.02417	0.00296	0.92142	0.02417	0.00296	0.09292	0.03445	0.00353	0.01723	0.04168	0.01749
51	0	1.81417	0.15135	0.00749	0.94761	0.01820	0.00260	0.08438	0.05623	0.00457	0.91562	0.05623	0.00457	0.06292	0.02356	0.00296	0.93708	0.02356	0.00296	0.08908	0.04965	0.00429	0.00705	0.02704	0.00749
7	0	3.60806	1.89909	0.02637	0.93686	0.01575	0.00240	0.07231	0.02706	0.00315	0.92769	0.02706	0.00315	0.08682	0.02480	0.00301	0.91318	0.02480	0.00301	0.10087	0.03461	0.00356	0.05689	0.06539	0.02637
56	0	2.29588	0.59283	0.01490	0.94660	0.01566	0.00242	0.07784	0.03951	0.00385	0.92216	0.03951	0.00385	0.06979	0.02305	0.00294	0.93021	0.02305	0.00294	0.08965	0.04033	0.00389	0.01933	0.03269	0.01490
57	0	4.12496	1.06938	0.01954	0.93490	0.01501	0.00231	0.08702	0.03281	0.00342	0.91298	0.03281	0.00342	0.09172	0.02481	0.00298	0.90828	0.02481	0.00298	0.10530	0.03335	0.00345	0.03912	0.05778	0.01954
27	0	2.55883	0.44561	0.01274	0.94196	0.01677	0.00247	0.08925	0.04655	0.00412	0.91075	0.04655	0.00412	0.07582	0.02493	0.00301	0.92418	0.02493	0.00301	0.09579	0.04182	0.00390	0.01029	0.03417	0.01274
49	0	4.20874	1.13800	0.02019	0.94012	0.01459	0.00229	0.08454	0.03417	0.00350	0.91546	0.03417	0.00350	0.08343	0.02359	0.00291	0.91657	0.02359	0.00291	0.09576	0.03175	0.00337	0.02313	0.04593	0.02019
77	1	3.71682	1.69366	0.02475	0.93869	0.01642	0.00244	0.08352	0.03890	0.00375	0.91648	0.03890	0.00375	0.08227	0.02489	0.00300	0.91773	0.02489	0.00300	0.09680	0.03616	0.00362	0.02664	0.05312	0.02475
39	0	4.02395	1.27732	0.02137	0.93426	0.01517	0.00233	0.08060	0.02876	0.00321	0.91940	0.02876	0.00321	0.09250	0.02530	0.00301	0.90750	0.02530	0.00301	0.10631	0.03430	0.00350	0.05280	0.06320	0.02137
1	2	3.65577	1.71252	0.02481	0.93785	0.01633	0.00242	0.08184	0.03715	0.00365	0.91816	0.03715	0.00365	0.08392	0.02547	0.00303	0.91608	0.02547	0.00303	0.09920	0.03699	0.00365	0.03458	0.05623	0.02481
6	0	4.01682	1.25920	0.02123	0.93234	0.01604	0.00240	0.08413	0.03137	0.00335	0.91587	0.03137	0.00335	0.09408	0.02555	0.00302	0.90592	0.02555	0.00302	0.10884	0.03523	0.00355	0.05059	0.06391	0.02123
72	0	3.94710	1.49288	0.02318	0.93653	0.01561	0.00237	0.08347	0.03325	0.00346	0.91653	0.03325	0.00346	0.08767	0.02517	0.00301	0.91233	0.02517	0.00301	0.10120	0.03447	0.00352	0.03648	0.05355	0.02318
23	0	1.00000	0.00000	0.00000	0.95499	0.02049	0.00302	0.09002	0.08195	0.00604	0.90998	0.08195	0.00604	0.04501	0.02049	0.00302	0.95499	0.02049	0.00302	0.09002	0.08195	0.00604	0.00000	0.00000	0.00000
36	2	3.44779	0.66660	0.01547	0.93799	0.01529	0.00234	0.08330	0.03402	0.00349	0.91670	0.03402	0.00349	0.08576	0.02476	0.00298	0.91424	0.02476	0.00298	0.10107	0.03489	0.00354	0.03452	0.05282	0.01547
62	0	3.82103	1.60377	0.02403	0.93432	0.01603	0.00240	0.08422	0.03312	0.00345	0.91578	0.03312	0.00345	0.09069	0.02605	0.00306	0.90931	0.02605	0.00306	0.10479	0.03548	0.00357	0.04004	0.05862	0.02403
45	0	1.00000	0.00000	0.00000	0.95703	0.01965	0.00288	0.08594	0.07859	0.00577	0.91406	0.07859	0.00577	0.04297	0.01965	0.00288	0.95703	0.01965	0.00288	0.08594	0.07859	0.00577	0.00000	0.00000	0.00000
16	0	1.00000	0.00000	0.00000	0.95414	0.02084	0.00350	0.09171	0.08335	0.00700	0.90829	0.08335	0.00700	0.04586	0.02084	0.00350	0.95414	0.02084	0.00350	0.09171	0.08335	0.00700	0.00000	0.00000	0.00000
46	0	3.70372	1.76959	0.02527	0.93911	0.01554	0.00237	0.07981	0.03256	0.00343	0.92019	0.03256	0.00343	0.08329	0.02458	0.00298	0.91671	0.02458	0.00298	0.09654	0.03387	0.00350	0.03272	0.05117	0.02527
61	0	2.60942	0.42369	0.01239	0.94158	0.01732	0.00251	0.08967	0.04853	0.00419	0.91033	0.04853	0.00419	0.07539	0.02477	0.00300	0.92461	0.02477	0.00300	0.09588	0.04234	0.00392	0.01003	0.03588	0.01239
68	0	3.76998	1.74591	0.02513	0.94173	0.01525	0.00235	0.07911	0.03467	0.00354	0.92089	0.03467	0.00354	0.07926	0.02401	0.00295	0.92074	0.02401	0.00295	0.09268	0.03403	0.00351	0.02681	0.04792	0.02513
29	0	2.34855	0.53833	0.01414	0.94135	0.01792	0.00258	0.07820	0.04102	0.00390	0.92180	0.04102	0.00390	0.07460	0.02519	0.00306	0.92540	0.02519	0.00306	0.09545	0.04346	0.00402	0.02845	0.04313	0.01414
14	0	4.01617	1.30779	0.02168	0.93289	0.01615	0.00241	0.07819	0.02784	0.00316	0.92181	0.02784	0.00316	0.09292	0.02575	0.00304	0.90708	0.02575	0.00304	0.10633	0.03416	0.00350	0.05690	0.06641	0.02168
42	0	1.81586	0.15029	0.00746	0.94878	0.01741	0.00254	0.08503	0.05550	0.00453	0.91497	0.05550	0.00453	0.06238	0.02312	0.00293	0.93762	0.02312	0.00293	0.08763	0.04776	0.00421	0.00389	0.02417	0.00746
3	0	2.93541	1.16323	0.02066	0.94858	0.01422	0.00228	0.07355	0.03406	0.00354	0.92645	0.03406	0.00354	0.06913	0.02182	0.00283	0.93087	0.02182	0.00283	0.08475	0.03496	0.00358	0.01830	0.03434	0.02066
31	0	3.95248	1.34549	0.02192	0.93369	0.01517	0.00233	0.08092	0.02769	0.00315	0.91908	0.02769	0.00315	0.09348	0.02486	0.00298	0.90652	0.02486	0.00298	0.10731	0.03341	0.00346	0.05446	0.06355	0.02192
15	0	2.93077	1.18062	0.02080	0.93489	0.01752	0.00253	0.08510	0.03809	0.00374	0.91490	0.03809	0.00374	0.08672	0.02614	0.00309	0.91328	0.02614	0.00309	0.10590	0.04154	0.00390	0.03652	0.05248	0.02080
9	0	1.71689	0.20304	0.00878	0.94620	0.01782	0.00260	0.07799	0.04716	0.00423	0.92201	0.04716	0.00423	0.06618	0.02408	0.00302	0.93382	0.02408	0.00302	0.09190	0.04826	0.00428	0.02087	0.03354	0.00878
11	1	3.13358	1.01774	0.01922	0.94454	0.01486	0.00232	0.07638	0.03440	0.00353	0.92362	0.03440	0.00353	0.07506	0.02323	0.00290	0.92494	0.02323	0.00290	0.09082	0.03573	0.00360	0.02651	0.04157	0.01922
64	0	2.52218	0.47877	0.01319	0.94294	0.01589	0.00240	0.08345	0.04106	0.00386	0.91655	0.04106	0.00386	0.07583	0.02429	0.00297	0.92417	0.02429	0.00297	0.09473	0.03934	0.00378	0.01873	0.03885	0.01319
69	0	1.83092	0.14054	0.00722	0.94855	0.01731	0.00253	0.08547	0.05510	0.00452	0.91453	0.05510	0.00452	0.06299	0.02321	0.00293	0.93701	0.02321	0.00293	0.08843	0.04791	0.00421	0.00445	0.02390	0.00722
